Problem Names,-2,-1,False,True,acc
interview/1049/question.txt,1,0,0,0,0.00
competition/2030/summary.txt,0,0,17,0,0.00
competition/2030/question.txt,0,0,17,0,0.00
competition/2263/summary.txt,0,0,4,0,0.00
competition/2263/question.txt,1,0,0,0,0.00
interview/0053/summary.txt,0,1,0,0,0.00
interview/0053/question.txt,0,1,0,0,0.00
interview/1448/summary.txt,0,0,1,0,0.00
interview/1448/question.txt,1,0,0,0,0.00
competition/2213/summary.txt,0,3,0,3,50.00
competition/2213/question.txt,0,2,0,4,66.67
competition/2285/summary.txt,0,0,3,0,0.00
competition/2285/question.txt,0,3,0,0,0.00
competition/2000/summary.txt,0,0,3,16,84.21
competition/2000/question.txt,0,19,0,0,0.00
competition/2190/summary.txt,0,0,4,4,50.00
competition/2190/question.txt,0,0,6,2,25.00
interview/0002/summary.txt,0,1,0,0,0.00
interview/0002/question.txt,0,0,1,0,0.00
competition/2033/summary.txt,1,0,0,0,0.00
competition/2033/question.txt,1,0,0,0,0.00
introductory/3019/summary.txt,1,0,0,0,0.00
introductory/3019/question.txt,1,0,0,0,0.00
introductory/4079/summary.txt,1,0,0,0,0.00
introductory/4079/question.txt,1,0,0,0,0.00
introductory/3008/summary.txt,1,0,0,0,0.00
introductory/3008/question.txt,1,0,0,0,0.00
introductory/4000/summary.txt,1,0,0,0,0.00
introductory/4000/question.txt,1,0,0,0,0.00
competition/2029/summary.txt,0,0,10,7,41.18
competition/2029/question.txt,0,0,16,1,5.88
competition/2172/summary.txt,0,2,7,0,0.00
competition/2172/question.txt,0,2,7,0,0.00
introductory/4003/summary.txt,1,0,0,0,0.00
introductory/4003/question.txt,1,0,0,0,0.00
introductory/4029/summary.txt,1,0,0,0,0.00
introductory/4029/question.txt,1,0,0,0,0.00
competition/2191/summary.txt,0,0,0,8,100.00
competition/2191/question.txt,0,0,6,2,25.00
interview/0019/summary.txt,0,0,1,0,0.00
interview/0019/question.txt,1,0,0,0,0.00
introductory/4038/summary.txt,1,0,0,0,0.00
introductory/4038/question.txt,1,0,0,0,0.00
competition/2187/summary.txt,0,0,7,1,12.50
competition/2187/question.txt,0,0,7,1,12.50
introductory/4072/summary.txt,1,0,0,0,0.00
introductory/4072/question.txt,1,0,0,0,0.00
introductory/4063/summary.txt,1,0,0,0,0.00
introductory/4063/question.txt,1,0,0,0,0.00
introductory/2479/summary.txt,1,0,0,0,0.00
introductory/2479/question.txt,1,0,0,0,0.00
introductory/3433/summary.txt,0,0,0,0,
introductory/3433/question.txt,0,0,0,0,
introductory/2372/summary.txt,0,0,1,0,0.00
introductory/2372/question.txt,0,0,1,0,0.00
interview/1587/summary.txt,0,0,1,0,0.00
interview/1587/question.txt,0,0,1,0,0.00
competition/2035/summary.txt,0,0,17,0,0.00
competition/2035/question.txt,0,0,17,0,0.00
introductory/4099/summary.txt,1,0,0,0,0.00
introductory/4099/question.txt,1,0,0,0,0.00
interview/1875/summary.txt,0,0,0,0,
interview/1875/question.txt,0,0,0,0,
introductory/2367/summary.txt,0,0,0,1,100.00
introductory/2367/question.txt,0,0,0,1,100.00
interview/1313/summary.txt,0,0,0,1,100.00
interview/1313/question.txt,0,0,0,1,100.00
introductory/3025/summary.txt,1,0,0,0,0.00
introductory/3025/question.txt,1,0,0,0,0.00
interview/0007/summary.txt,0,0,1,0,0.00
interview/0007/question.txt,0,0,1,0,0.00
interview/0493/summary.txt,0,0,0,0,
interview/0493/question.txt,0,0,0,0,
introductory/3022/summary.txt,1,0,0,0,0.00
introductory/3022/question.txt,1,0,0,0,0.00
interview/1109/summary.txt,0,0,0,1,100.00
interview/1109/question.txt,0,0,0,1,100.00
competition/2024/summary.txt,0,0,17,0,0.00
competition/2024/question.txt,0,0,17,0,0.00
competition/2088/summary.txt,0,0,11,2,15.38
competition/2088/question.txt,0,13,0,0,0.00
introductory/3021/summary.txt,1,0,0,0,0.00
introductory/3021/question.txt,1,0,0,0,0.00
competition/2171/summary.txt,0,0,8,1,11.11
competition/2171/question.txt,0,0,7,2,22.22
competition/2071/summary.txt,0,0,0,14,100.00
competition/2071/question.txt,0,0,0,14,100.00
introductory/4090/summary.txt,1,0,0,0,0.00
introductory/4090/question.txt,1,0,0,0,0.00
interview/1934/summary.txt,0,0,0,0,
interview/1934/question.txt,0,0,0,0,
interview/1879/summary.txt,0,0,0,0,
interview/1879/question.txt,0,0,0,0,
competition/2076/summary.txt,0,0,13,0,0.00
competition/2076/question.txt,0,0,10,3,23.08
competition/2294/summary.txt,0,0,3,0,0.00
competition/2294/question.txt,0,0,2,1,33.33
introductory/4102/summary.txt,1,0,0,0,0.00
introductory/4102/question.txt,1,0,0,0,0.00
competition/2344/summary.txt,0,1,0,0,0.00
competition/2344/question.txt,1,0,0,0,0.00
interview/1446/summary.txt,1,0,0,0,0.00
interview/1446/question.txt,0,0,0,1,100.00
introductory/4062/summary.txt,1,0,0,0,0.00
introductory/4062/question.txt,1,0,0,0,0.00
competition/2204/summary.txt,0,0,6,1,14.29
competition/2204/question.txt,0,0,6,1,14.29
competition/2039/summary.txt,0,0,10,6,37.50
competition/2039/question.txt,0,0,10,6,37.50
interview/1477/summary.txt,0,0,1,0,0.00
interview/1477/question.txt,0,0,1,0,0.00
interview/0013/summary.txt,0,0,1,0,0.00
interview/0013/question.txt,0,0,1,0,0.00
interview/1799/summary.txt,1,0,0,0,0.00
interview/1799/question.txt,1,0,0,0,0.00
introductory/2450/summary.txt,1,0,0,0,0.00
introductory/2450/question.txt,1,0,0,0,0.00
interview/1044/summary.txt,0,0,0,1,100.00
interview/1044/question.txt,0,0,0,1,100.00
competition/2197/summary.txt,0,0,7,0,0.00
competition/2197/question.txt,0,0,7,0,0.00
competition/2202/summary.txt,0,0,5,2,28.57
competition/2202/question.txt,0,0,7,0,0.00
competition/2085/summary.txt,1,0,0,0,0.00
competition/2085/question.txt,1,0,0,0,0.00
introductory/3037/summary.txt,1,0,0,0,0.00
introductory/3037/question.txt,1,0,0,0,0.00
competition/2342/summary.txt,1,0,0,0,0.00
competition/2342/question.txt,1,0,0,0,0.00
competition/2271/summary.txt,0,0,2,2,50.00
competition/2271/question.txt,1,0,0,0,0.00
interview/0358/summary.txt,1,0,0,0,0.00
interview/0358/question.txt,1,0,0,0,0.00
introductory/4047/summary.txt,1,0,0,0,0.00
introductory/4047/question.txt,1,0,0,0,0.00
introductory/3014/summary.txt,1,0,0,0,0.00
introductory/3014/question.txt,1,0,0,0,0.00
interview/0032/summary.txt,0,0,1,0,0.00
interview/0032/question.txt,0,0,1,0,0.00
interview/1349/summary.txt,0,0,0,1,100.00
interview/1349/question.txt,0,0,0,1,100.00
interview/0367/summary.txt,1,0,0,0,0.00
interview/0367/question.txt,1,0,0,0,0.00
interview/1411/summary.txt,0,0,1,0,0.00
interview/1411/question.txt,1,0,0,0,0.00
competition/2075/summary.txt,0,0,4,9,69.23
competition/2075/question.txt,0,0,9,4,30.77
competition/2233/summary.txt,1,0,0,0,0.00
competition/2233/question.txt,0,9,1,0,0.00
competition/2309/summary.txt,0,0,2,0,0.00
competition/2309/question.txt,0,0,2,0,0.00
competition/2009/summary.txt,0,0,19,0,0.00
competition/2009/question.txt,0,0,11,8,42.11
introductory/3013/summary.txt,1,0,0,0,0.00
introductory/3013/question.txt,1,0,0,0,0.00
introductory/2510/summary.txt,1,0,0,0,0.00
introductory/2510/question.txt,1,0,0,0,0.00
interview/0010/summary.txt,0,1,0,0,0.00
interview/0010/question.txt,0,0,1,0,0.00
introductory/4158/summary.txt,1,0,0,0,0.00
introductory/4158/question.txt,1,0,0,0,0.00
introductory/2504/summary.txt,1,0,0,0,0.00
introductory/2504/question.txt,1,0,0,0,0.00
interview/1468/summary.txt,0,0,0,1,100.00
interview/1468/question.txt,0,0,0,1,100.00
introductory/4024/summary.txt,1,0,0,0,0.00
introductory/4024/question.txt,1,0,0,0,0.00
introductory/4159/summary.txt,1,0,0,0,0.00
introductory/4159/question.txt,1,0,0,0,0.00
introductory/2366/summary.txt,0,0,1,0,0.00
introductory/2366/question.txt,0,0,1,0,0.00
introductory/4039/summary.txt,1,0,0,0,0.00
introductory/4039/question.txt,1,0,0,0,0.00
interview/1410/summary.txt,0,0,1,0,0.00
interview/1410/question.txt,0,1,0,0,0.00
introductory/3011/summary.txt,1,0,0,0,0.00
introductory/3011/question.txt,1,0,0,0,0.00
introductory/4052/summary.txt,1,0,0,0,0.00
introductory/4052/question.txt,1,0,0,0,0.00
interview/1742/summary.txt,1,0,0,0,0.00
interview/1742/question.txt,1,0,0,0,0.00
introductory/4073/summary.txt,1,0,0,0,0.00
introductory/4073/question.txt,1,0,0,0,0.00
interview/0026/summary.txt,0,0,0,1,100.00
interview/0026/question.txt,0,0,0,1,100.00
interview/0990/summary.txt,0,1,0,0,0.00
interview/0990/question.txt,0,1,0,0,0.00
interview/1389/summary.txt,0,0,1,0,0.00
interview/1389/question.txt,0,0,1,0,0.00
introductory/4053/summary.txt,1,0,0,0,0.00
introductory/4053/question.txt,1,0,0,0,0.00
introductory/3016/summary.txt,1,0,0,0,0.00
introductory/3016/question.txt,1,0,0,0,0.00
introductory/3029/summary.txt,1,0,0,0,0.00
introductory/3029/question.txt,1,0,0,0,0.00
competition/2356/summary.txt,0,0,50,0,0.00
competition/2356/question.txt,1,0,0,0,0.00
introductory/3005/summary.txt,1,0,0,0,0.00
introductory/3005/question.txt,1,0,0,0,0.00
interview/1430/summary.txt,1,0,0,0,0.00
interview/1430/question.txt,0,0,1,0,0.00
interview/0569/summary.txt,0,0,1,0,0.00
interview/0569/question.txt,0,0,1,0,0.00
introductory/4137/summary.txt,1,0,0,0,0.00
introductory/4137/question.txt,1,0,0,0,0.00
interview/1959/summary.txt,0,0,0,0,
interview/1959/question.txt,0,0,0,0,
competition/2259/summary.txt,0,0,3,1,25.00
competition/2259/question.txt,0,0,3,1,25.00
interview/1693/summary.txt,0,0,0,0,
interview/1693/question.txt,1,0,0,0,0.00
introductory/4033/summary.txt,1,0,0,0,0.00
introductory/4033/question.txt,1,0,0,0,0.00
competition/2275/summary.txt,0,0,3,0,0.00
competition/2275/question.txt,0,0,3,0,0.00
interview/1290/summary.txt,0,0,0,1,100.00
interview/1290/question.txt,0,0,0,1,100.00
interview/1593/summary.txt,0,0,0,1,100.00
interview/1593/question.txt,0,0,0,1,100.00
introductory/4040/summary.txt,1,0,0,0,0.00
introductory/4040/question.txt,1,0,0,0,0.00
introductory/3039/summary.txt,1,0,0,0,0.00
introductory/3039/question.txt,1,0,0,0,0.00
introductory/4044/summary.txt,1,0,0,0,0.00
introductory/4044/question.txt,0,0,0,0,
introductory/4135/summary.txt,1,0,0,0,0.00
introductory/4135/question.txt,1,0,0,0,0.00
introductory/4021/summary.txt,1,0,0,0,0.00
introductory/4021/question.txt,1,0,0,0,0.00
interview/1404/summary.txt,0,0,1,0,0.00
interview/1404/question.txt,0,0,1,0,0.00
competition/2022/summary.txt,0,0,18,0,0.00
competition/2022/question.txt,0,0,9,9,50.00
interview/1112/summary.txt,0,0,1,0,0.00
interview/1112/question.txt,0,0,1,0,0.00
introductory/4126/summary.txt,1,0,0,0,0.00
introductory/4126/question.txt,1,0,0,0,0.00
interview/1239/summary.txt,0,0,1,0,0.00
interview/1239/question.txt,0,0,1,0,0.00
introductory/4048/summary.txt,1,0,0,0,0.00
introductory/4048/question.txt,1,0,0,0,0.00
interview/1852/summary.txt,0,0,0,0,
interview/1852/question.txt,0,0,0,0,
competition/2238/summary.txt,0,0,5,0,0.00
competition/2238/question.txt,0,0,5,0,0.00
competition/2210/summary.txt,1,0,0,0,0.00
competition/2210/question.txt,0,7,0,0,0.00
introductory/4067/summary.txt,1,0,0,0,0.00
introductory/4067/question.txt,1,0,0,0,0.00
competition/2343/summary.txt,0,0,1,0,0.00
competition/2343/question.txt,0,0,1,0,0.00
introductory/4170/summary.txt,1,0,0,0,0.00
introductory/4170/question.txt,0,0,0,0,
introductory/4083/summary.txt,1,0,0,0,0.00
introductory/4083/question.txt,1,0,0,0,0.00
introductory/3010/summary.txt,1,0,0,0,0.00
introductory/3010/question.txt,1,0,0,0,0.00
interview/0118/summary.txt,0,0,1,0,0.00
interview/0118/question.txt,0,0,1,0,0.00
interview/1181/summary.txt,0,0,0,1,100.00
interview/1181/question.txt,0,0,0,1,100.00
interview/1933/summary.txt,0,0,0,0,
interview/1933/question.txt,0,0,0,0,
interview/0031/summary.txt,0,0,1,0,0.00
interview/0031/question.txt,0,0,1,0,0.00
introductory/4080/summary.txt,1,0,0,0,0.00
introductory/4080/question.txt,1,0,0,0,0.00
competition/2069/summary.txt,0,14,0,0,0.00
competition/2069/question.txt,0,14,0,0,0.00
interview/1926/summary.txt,0,0,0,0,
interview/1926/question.txt,0,0,0,0,
introductory/4070/summary.txt,1,0,0,0,0.00
introductory/4070/question.txt,1,0,0,0,0.00
introductory/3027/summary.txt,0,0,0,0,
introductory/3027/question.txt,1,0,0,0,0.00
interview/1016/summary.txt,0,0,0,1,100.00
interview/1016/question.txt,0,0,0,1,100.00
interview/0051/summary.txt,0,0,0,1,100.00
interview/0051/question.txt,0,0,0,1,100.00
interview/1892/summary.txt,0,0,0,0,
interview/1892/question.txt,0,0,0,0,
interview/1356/summary.txt,0,0,0,1,100.00
interview/1356/question.txt,0,0,0,1,100.00
competition/2296/summary.txt,0,0,2,1,33.33
competition/2296/question.txt,0,0,3,0,0.00
interview/1472/summary.txt,0,1,0,0,0.00
interview/1472/question.txt,0,0,1,0,0.00
interview/1540/summary.txt,0,0,1,0,0.00
interview/1540/question.txt,0,0,1,0,0.00
competition/2346/summary.txt,0,0,1,0,0.00
competition/2346/question.txt,0,0,1,0,0.00
competition/2057/summary.txt,0,0,14,1,6.67
competition/2057/question.txt,0,0,14,1,6.67
introductory/4109/summary.txt,1,0,0,0,0.00
introductory/4109/question.txt,1,0,0,0,0.00
introductory/4023/summary.txt,1,0,0,0,0.00
introductory/4023/question.txt,1,0,0,0,0.00
interview/1502/summary.txt,0,0,0,1,100.00
interview/1502/question.txt,0,0,0,1,100.00
introductory/3004/summary.txt,1,0,0,0,0.00
introductory/3004/question.txt,1,0,0,0,0.00
introductory/3038/summary.txt,1,0,0,0,0.00
introductory/3038/question.txt,1,0,0,0,0.00
competition/2353/summary.txt,0,36,2,2,5.00
competition/2353/question.txt,0,36,2,2,5.00
introductory/3023/summary.txt,1,0,0,0,0.00
introductory/3023/question.txt,1,0,0,0,0.00
interview/1591/summary.txt,0,0,0,1,100.00
interview/1591/question.txt,0,0,0,1,100.00
interview/0008/summary.txt,1,0,0,0,0.00
interview/0008/question.txt,0,0,1,0,0.00
introductory/4183/summary.txt,1,0,0,0,0.00
introductory/4183/question.txt,1,0,0,0,0.00
introductory/2399/summary.txt,1,0,0,0,0.00
introductory/2399/question.txt,1,0,0,0,0.00
interview/1366/summary.txt,0,0,1,0,0.00
interview/1366/question.txt,0,0,1,0,0.00
introductory/3002/summary.txt,1,0,0,0,0.00
introductory/3002/question.txt,1,0,0,0,0.00
interview/0030/summary.txt,0,0,1,0,0.00
interview/0030/question.txt,0,0,1,0,0.00
introductory/2533/summary.txt,1,0,0,0,0.00
introductory/2533/question.txt,1,0,0,0,0.00
interview/1924/summary.txt,0,0,0,0,
interview/1924/question.txt,0,0,0,0,
competition/2357/summary.txt,0,67,5,0,0.00
competition/2357/question.txt,0,0,71,1,1.39
competition/2293/summary.txt,0,0,3,0,0.00
competition/2293/question.txt,0,0,3,0,0.00
interview/0203/summary.txt,1,0,0,0,0.00
interview/0203/question.txt,1,0,0,0,0.00
introductory/4022/summary.txt,1,0,0,0,0.00
introductory/4022/question.txt,1,0,0,0,0.00
introductory/4112/summary.txt,1,0,0,0,0.00
introductory/4112/question.txt,1,0,0,0,0.00
competition/2286/summary.txt,0,0,3,0,0.00
competition/2286/question.txt,0,0,2,1,33.33
introductory/3028/summary.txt,1,0,0,0,0.00
introductory/3028/question.txt,1,0,0,0,0.00
competition/2240/summary.txt,0,0,5,0,0.00
competition/2240/question.txt,0,0,5,0,0.00
competition/2350/summary.txt,0,0,1,0,0.00
competition/2350/question.txt,0,0,0,1,100.00
interview/0004/summary.txt,0,1,0,0,0.00
interview/0004/question.txt,0,0,1,0,0.00
introductory/4001/summary.txt,1,0,0,0,0.00
introductory/4001/question.txt,1,0,0,0,0.00
interview/0050/summary.txt,0,0,1,0,0.00
interview/0050/question.txt,0,0,1,0,0.00
introductory/4172/summary.txt,1,0,0,0,0.00
introductory/4172/question.txt,1,0,0,0,0.00
competition/2211/summary.txt,0,6,0,0,0.00
competition/2211/question.txt,0,1,0,5,83.33
competition/2041/summary.txt,0,0,12,4,25.00
competition/2041/question.txt,0,0,12,4,25.00
interview/1990/summary.txt,0,0,0,0,
interview/1990/question.txt,0,0,0,0,
interview/1375/summary.txt,0,0,0,1,100.00
interview/1375/question.txt,0,0,0,1,100.00
interview/1489/summary.txt,0,0,1,0,0.00
interview/1489/question.txt,0,0,1,0,0.00
introductory/4009/summary.txt,1,0,0,0,0.00
introductory/4009/question.txt,1,0,0,0,0.00
introductory/4059/summary.txt,1,0,0,0,0.00
introductory/4059/question.txt,1,0,0,0,0.00
interview/0048/summary.txt,0,0,1,0,0.00
interview/0048/question.txt,0,0,1,0,0.00
interview/1087/summary.txt,0,0,1,0,0.00
interview/1087/question.txt,0,0,1,0,0.00
introductory/4095/summary.txt,1,0,0,0,0.00
introductory/4095/question.txt,1,0,0,0,0.00
competition/2001/summary.txt,1,0,0,0,0.00
competition/2001/question.txt,0,0,18,1,5.26
interview/1458/summary.txt,0,0,1,0,0.00
interview/1458/question.txt,0,0,1,0,0.00
interview/1125/summary.txt,1,0,0,0,0.00
interview/1125/question.txt,1,0,0,0,0.00
introductory/4055/summary.txt,1,0,0,0,0.00
introductory/4055/question.txt,1,0,0,0,0.00
competition/2031/summary.txt,1,0,0,0,0.00
competition/2031/question.txt,1,0,0,0,0.00
competition/2062/summary.txt,0,0,15,0,0.00
competition/2062/question.txt,0,0,15,0,0.00
competition/2053/summary.txt,0,3,11,1,6.67
competition/2053/question.txt,0,0,12,3,20.00
interview/1416/summary.txt,0,0,1,0,0.00
interview/1416/question.txt,0,0,1,0,0.00
competition/2012/summary.txt,0,0,8,10,55.56
competition/2012/question.txt,1,0,0,0,0.00
competition/2345/summary.txt,0,0,1,0,0.00
competition/2345/question.txt,0,0,1,0,0.00
competition/2279/summary.txt,0,8,0,0,0.00
competition/2279/question.txt,0,8,0,0,0.00
interview/1922/summary.txt,0,0,0,0,
interview/1922/question.txt,0,0,0,0,
introductory/4164/summary.txt,1,0,0,0,0.00
introductory/4164/question.txt,1,0,0,0,0.00
interview/1310/summary.txt,0,0,1,0,0.00
interview/1310/question.txt,0,0,1,0,0.00
introductory/4004/summary.txt,1,0,0,0,0.00
introductory/4004/question.txt,1,0,0,0,0.00
introductory/4101/summary.txt,1,0,0,0,0.00
introductory/4101/question.txt,1,0,0,0,0.00
interview/1131/summary.txt,0,0,0,1,100.00
interview/1131/question.txt,0,0,1,0,0.00
interview/1380/summary.txt,0,0,0,1,100.00
interview/1380/question.txt,0,0,1,0,0.00
introductory/3003/summary.txt,1,0,0,0,0.00
